Timestamp,"I would like candidates to write about their experiences (e.g. blog, writing columns in The Ubyssey) ",I think the AMS currently does enough consultation with students,I want more face-to-face time with elected candidates ,I think the AMS's most important job is engaging students,I value management experience in a candidate ,"I think it's a good thing for a candidate to have experience within a specific political party, even if they might have to lobby that party's opponents",I think the AMS should focus on lobbying for the Broadway subway line extension to UBC more than than alternate transit fixes,I think that campaigns encouraging students to vote in the gov elections are valuable,I think candidates should have experience lobbying for student interests,I value the prioritization of diversity in every aspect of decision-making,I think the AMS should focus more on events,I'm in favour of repealing the arts language requirement,"I think Block Party should be bigger, at a bigger financial risk",I think that the AMS should explore more options for campus security.,I think that the AMS should prioritize eradicating bike theft,I think the AMS should prioritize getting more people out to Thunderbirds games,I value experience in creating and understanding university policies,I value a constant push for transparency within the bodies of UBC,I value a candidate that is well-versed in UBC's sexual assault policy,I think that the AMS should invest their money at a slightly higher risk for a larger financial gain,I think that extending the add-drop deadline would improve student mental health,I am satisfied with the current amount of mental health services on campus,I support continued advocacy for more athletics and recreation space on campus,I think current VP Finance Louis Retief has done a good job of managing the AMS's finances this year,I would like to see a quarterly report of the AMS's finances,I value a fresh perspective over relevant experience,It's important for my representatives to have close ties to the Greek system,I think student representation on Senate has been good this year,"It's important for my representatives to have prior AMS or constituency (AUS, EUS, etc.) experience",It's important for my representatives to have experience working with others,"I think a ""steady hand"" is more important than shaking things up"
3/7/2017 0:06:59,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral
3/7/2017 0:07:17,Agree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Agree,Agree
3/7/2017 0:08:26,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
3/7/2017 0:08:51,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree
3/7/2017 0:09:07,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,,Neutral,Disagree,Strongly Disagree,,Strongly Agree,Strongly Agree,Neutral
3/7/2017 0:09:34,Neutral,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Agree,Strongly Agree,Agree
3/7/2017 0:10:35,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree
3/7/2017 0:11:02,Neutral,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Neutral
3/7/2017 0:12:39,Agree,Disagree,Disagree,Agree,Strongly Agree,,Disagree,Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,,Disagree,Disagree,Strongly Disagree,,Strongly Agree,Strongly Agree,Agree
3/7/2017 0:13:02,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
3/7/2017 0:13:24,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
3/7/2017 0:13:40,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
3/7/2017 0:13:43,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/7/2017 0:13:46,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
3/7/2017 0:13:50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
3/7/2017 0:14:04,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral
3/7/2017 0:14:23,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/7/2017 0:14:10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/7/2017 0:15:58,Strongly Agree,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Disagree
3/7/2017 0:16:44,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Disagree
3/7/2017 0:21:17,Neutral,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree
3/7/2017 0:22:11,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
3/7/2017 0:23:11,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree
3/7/2017 0:23:36,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree
3/7/2017 0:27:06,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Strongly Disagree,,Neutral,Agree,Neutral
3/7/2017 0:28:11,Neutral,Neutral,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Neutral
3/7/2017 0:37:01,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Agree,Neutral
3/7/2017 0:38:14,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral
3/7/2017 0:45:08,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral
3/7/2017 0:45:30,Agree,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/7/2017 0:46:16,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Agree
3/7/2017 0:48:48,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral
3/7/2017 0:49:20,Agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Agree
3/7/2017 1:00:32,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree
3/7/2017 1:00:48,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/7/2017 1:03:42,Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/7/2017 1:04:31,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree
3/7/2017 1:16:40,,,,,,,,,,,,,,,,,Strongly Agree,,,,,,,,,,,,,,
3/7/2017 1:19:06,Strongly Agree,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Neutral,Agree,Agree
3/7/2017 1:28:24,Neutral,Strongly Disagree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree
3/7/2017 1:31:25,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Disagree,Strongly Agree,Agree
3/7/2017 1:43:24,Agree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Disagree,Strongly Agree,,Strongly Agree,Neutral,Strongly Disagree,,Strongly Agree,Strongly Agree,Agree
3/7/2017 1:48:54,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree
3/7/2017 2:09:21,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral
3/7/2017 2:18:57,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree
3/7/2017 2:24:02,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Neutral
3/7/2017 2:43:01,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral
3/7/2017 2:44:36,Neutral,Neutral,Strongly Disagree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/7/2017 5:25:59,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/7/2017 5:55:55,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Agree
3/7/2017 6:55:08,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree
3/7/2017 7:07:32,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Agree
3/7/2017 7:12:58,Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral
3/7/2017 7:25:04,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
3/7/2017 7:26:48,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral
3/7/2017 7:28:42,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree
3/7/2017 7:46:24,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral
3/7/2017 7:59:39,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Agree,Neutral,Agree,Neutral
3/7/2017 8:24:35,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral
3/7/2017 8:24:40,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,Disagree
3/7/2017 8:26:41,Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/7/2017 8:29:51,Strongly Agree,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,,Strongly Agree,Strongly Agree,Agree
3/7/2017 8:30:45,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral
3/7/2017 8:34:58,Agree,Neutral,Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree
3/7/2017 8:35:44,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Neutral
3/7/2017 8:38:18,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree
3/7/2017 8:40:19,Agree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree
3/7/2017 8:44:22,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree
3/7/2017 8:48:04,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Disagree,Agree,Disagree
3/7/2017 8:48:07,Agree,Neutral,Agree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Agree,,Agree,Agree
3/7/2017 8:52:45,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree
